,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
1510,Schlawiener,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Bar', 'European', 'Central European', 'Gastropub']","Pressgasse 29, Vienna 1040 Austria",1040
1511,Kolar,4.5,"Vegetarian Friendly, Vegan Options",€,"['Bar', 'European', 'Pub']","Kleeblattgasse 5, Vienna 1010 Austria",1010
1512,Mi Barrio,4.5,Vegetarian Friendly,€€-€€€,"['Latin', 'Spanish', 'Venezuelan']","Muenzwardeingasse 2, Vienna 1060 Austria",1060
1513,Gasthaus Sapa,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Vietnamese']","Lindengasse 35 1070 Vienna, Vienna 1070 Austria",1070
1514,Pars Restaurant,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal",€€-€€€,"['Middle Eastern', 'Persian']","Lerchenfelderstraße 148, Vienna 1080 Austria",1080
1515,Porterhouse,4.0,Vegetarian Friendly,€€-€€€,"['Steakhouse', 'Austrian', 'European', 'Central European']","Schulerstrasse 19, Vienna 1010 Austria",1010
1516,Rochus,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Bar', 'European', 'Central European', 'Fusion']","Landstrasser Hauptstrasse 55-57, Vienna 1030 Austria",1030
1517,Vegetasia,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Chinese', 'Asian', 'Taiwanese']","Ungargasse 57, Vienna 1030 Austria",1030
1518,Blaustern,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'European', 'Central European']","Doeblinger Guertel 2, Vienna 1190 Austria",1190
1519,Teka Sushi,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Billrothstrasse 5, Vienna 1190 Austria",1190
1520,Ginza Running Sushi,3.5,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Chinese']","Guglgasse 43, Vienna 1110 Austria",1110
1521,Happy Buddha,3.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian']","Mariahilfer Guertel 9, Vienna 1150 Austria",1150
1522,Imbiss Kuishimbo,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,['Japanese'],"Linke Wienzeile 40 Majolikahaus EG, Vienna 1060 Austria",1060
1523,Curry Insel,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Sri Lankan', 'Asian']","Lenaugasse 4, Vienna 1080 Austria",1080
1524,Colombo Hoppers,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Sri Lankan', 'Asian']","Schoenbrunner Strasse 84 Innenhof, Vienna 1050 Austria",1050
1525,Flanagan's,3.5,Vegetarian Friendly,€€-€€€,"['Irish', 'British']","Schwarzenbergstrasse 1-3, Vienna 1010 Austria",1010
1526,Sternzeichen,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Landstraßer Hauptstraße 78-80, Vienna 1100 Austria",1100
1527,Kolar Salzgries,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'Pub']","Salzgries 15, Vienna 1010 Austria",1010
1528,Zum Werkelmann,3.0,Vegetarian Friendly,€€-€€€,['Austrian'],"Laaer Wald 218, Vienna 1100 Austria",1100
1529,L. Heiner Hernals,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Hernalser Hauptstrasse 161, Vienna 1170 Austria",1170
1530,La Bella Vita,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Pizza', 'Mediterranean']","Rainergasse 12, Vienna 1040 Austria",1040
1531,Cafe Stein,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Bar', 'European', 'Central European', 'Cafe']","Waehringer Strasse 6-8, Vienna 1090 Austria",1090
1532,Tartufo,4.0,Vegetarian Friendly,€€-€€€,['Italian'],"Froemmlgasse 36, Vienna 1210 Austria",1210
1533,15 Susse Minuten - Cafe Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Cafe', 'International', 'Fusion']","Favoritenstrasse 45 1040 Vienna, Vienna 1040 Austria",1040
1534,D'Lounge,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Wehlistrasse 66 Top 235 Millenium City, Vienna 1200 Austria",1200
1535,Asala,3.5,Vegetarian Friendly,€,"['Middle Eastern', 'Lebanese', 'Mediterranean']","Alserstrasse, Vienna 1080 Austria",1080
1536,Cafe Sacher Wien,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Philharmonikerstrasse 4, Vienna 1010 Austria",1010
1537,Zum Christian,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European']","Rugierstrasse 6, Vienna 1220 Austria",1220
1538,Benkei,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Ungargasse 65, Vienna 1030 Austria",1030
1539,Gaumenspiel,4.0,Vegetarian Friendly,€€€€,"['European', 'Central European']","Zieglergasse 54 Zieglergasse 54, 1070, Wien, Vienna 1070 Austria",1070
1540,Capri,4.5,Vegetarian Friendly,€,"['Italian', 'Pizza', 'European']","Sieveringer Strasse 141, Vienna 1190 Austria",1190
1541,Dots Establishment,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Sushi', 'Asian', 'Japanese']","Mariahilfer Strasse 36 G7, Vienna 1070 Austria",1070
1542,Vapiano,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Theobaldgasse 19, Vienna 1060 Austria",1060
1543,Ella's,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Central European', 'Fusion']","Judenplatz 9-10, Vienna 1010 Austria",1010
1544,Osteria d'Atri,4.0,Vegetarian Friendly,€€€€,"['Italian', 'Seafood', 'European', 'Mediterranean']","Schauflergasse 4 Michaelerplatz/ Hofburg, Vienna 1010 Austria",1010
1545,Tancredi,4.5,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['European', 'Central European', 'Austrian', 'Fusion']","Grosse Neugasse 5, Vienna 1040 Austria",1040
1546,Restaurant Entler,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European']","Schluesselgasse 2, Vienna 1040 Austria",1040
1547,Ristorante Sole,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Tuscan', 'Romana', 'Lazio', 'Central-Italian']","Annagasse 8-10, Vienna 1010 Austria",1010
1549,Nara,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Thai', 'Fusion']","Einsiedeleigasse 3, Vienna 1130 Austria",1130
1550,Skopik & Lohn,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Leopoldsgasse 17 1020 Vienna, Vienna 1020 Austria",1020
1551,Yong Streetfood,4.5,Vegetarian Friendly,€,"['Asian', 'Street Food']","Rechte Wienzeile 9A, Vienna 1040 Austria",1040
1552,Trilogie,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Greek', 'Mediterranean', 'European']","Lange Gasse 25 1080 Vienna, Vienna 1080 Austria",1080
1553,Pans,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European']","Ernst-Melchior-Gasse 11, Vienna 1020 Austria",1020
1554,Kent Restaurant,4.0,"Vegetarian Friendly, Vegan Options, Halal",€€-€€€,"['Barbecue', 'Turkish', 'Middle Eastern', 'Mediterranean']","Brunnengasse 67, Vienna 1160 Austria",1160
1555,Mel's Diner,4.5,Vegetarian Friendly,€€-€€€,"['American', 'Bar', 'European', 'Pub']","Wipplingerstraße 9, Vienna 1010 Austria",1010
1556,Naschmarkt Deli,4.0,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,['European'],"Naschmarkt 1 Block 421-436, Vienna 1040 Austria",1040
1557,Cipollino,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean']","Rueckertgasse 33, Vienna 1160 Austria",1160
1558,Duspara,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Central European', 'Austrian', 'European']","Wiedner Hauptstrasse 115, Vienna 1050 Austria",1050
1559,Cafe-Restaurant Kalvarienberg,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Grill', 'European', 'Diner', 'Soups']","Geblergasse Kalvarienberggasse 21 Ecke Geblergasse 60, Vienna 1170 Austria",1170
1560,Justizcafe,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Cafe', 'Central European']","Schmerlingplatz 10, Vienna 1010 Austria",1010
1561,Allergiker Cafe,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Cafe', 'European']","Wiedner Hauptstrasse 35, Vienna 1040 Austria",1040
1562,China Restaurant Asia Garten,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Sushi', 'Asian']","Pfarrgasse 61 1230 Vienna, Vienna 1230 Austria",1230
1563,Gösser Schlossl,3.5,Vegetarian Friendly,€€-€€€,"['Central European', 'Austrian', 'European']","Gesslgasse 4, Vienna 1230 Austria",1230
1564,FLAMINGO Restaurant,3.5,Vegetarian Friendly,€€-€€€,['Turkish'],"Kuchelauer Hafenstrasse 56, Vienna 1190 Austria",1190
1565,Restaurant Kosu,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Praterstrasse 36, Vienna 1020 Austria",1020
1566,Nestroy Gasthaus & Biergarten,4.5,"Vegan Options, Gluten Free Options, Vegetarian Friendly",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Weintraubengasse 7, Vienna 1020 Austria",1020
1567,Aromat,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['European', 'Fusion']","Margaretenstrasse 52, Vienna 1040 Austria",1040
1568,Gasthaus Rebhuhn,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Central European', 'Contemporary']","Berggasse 24 A-1090 Vienna, Vienna 1090 Austria",1090
1569,Sebastiano,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Italian', 'European', 'Mediterranean']","Mayerhofgasse 22, Vienna 1040 Austria",1040
1570,Lemon Tree,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Cafe'],"Gumpendorfer Strasse 70, Vienna 1060 Austria",1060
1571,Athos,4.5,Vegetarian Friendly,€€-€€€,['Greek'],"Ketzergasse 80, Vienna 1230 Austria",1230
1572,wunderladen modecafe,5.0,Vegetarian Friendly,€,['Cafe'],"Gusshausstrasse 12/35 Entrance/Eingang Argentinierstr. 1, Vienna 1040 Austria",1040
1573,Charlyfresh,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Mexican', 'American', 'Fusion', 'Fast food', 'Cafe']","Karlsplatz 3, Vienna 1010 Austria",1010
1574,Pappa & Ciccia,4.5,Vegetarian Friendly,€,"['Italian', 'Mediterranean', 'European']","Landstrasser Hauptstrasse Rochusmarkt, Vienna 1030 Austria",1030
1575,Leones Gelato 1080,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Italian', 'Cafe']","Lange Gasse 78 1080 Vienna, Vienna 1080 Austria",1080
1576,Cafe Benno,4.0,Vegetarian Friendly,€,"['German', 'Austrian', 'Bar', 'Cafe', 'European', 'Pub', 'Central European']","Alser Strasse 67, Vienna 1080 Austria",1080
1577,Salud Mexican Restaurant & Bar,3.5,Vegetarian Friendly,€€-€€€,"['Mexican', 'Latin', 'Bar', 'Central American', 'International']","Johannesgasse 23, Vienna 1010 Austria",1010
1578,Satraj,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Indian'],"Landstrasser Hauptstrasse 147, Vienna 1030 Austria",1030
1579,NATA Lisboa - Wien,4.5,Vegetarian Friendly,€,"['Cafe', 'Portuguese', 'European']","Landstrasser Hauptstrasse 65/6B, Vienna 1030 Austria",1030
1580,Austria Trend,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Schlossallee 8 Park Royal Palace, Vienna 1140 Austria",1140
1581,Cohen's smartfood,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Middle Eastern', 'Israeli']","Am Hauptbahnhof 1 Ebene -1, Shop 76, Vienna 1100 Austria",1100
1582,Li's Cooking,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Thai']","Naschmarkt Stand 126-129, Vienna 1060 Austria",1060
1583,Hermes,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Lainzer Tiergarten, Vienna 1130 Austria",1130
1584,Cafe Europa,3.5,Vegetarian Friendly,€€-€€€,"['European', 'Bar', 'Cafe']","Zollergasse 8, Vienna 1070 Austria",1070
1585,Tunnel Vienna Live,4.0,Vegetarian Friendly,€,"['European', 'Central European']","Florianigasse 39 1080 Vienna, Vienna 1080 Austria",1080
1586,Zum Wohl - Gasthaus,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Healthy', 'International']","Stumpergasse 61, Vienna 1060 Austria",1060
1587,Figls,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European', 'Gastropub']","Grinzinger Strasse 55 Grinzing, Vienna 1190 Austria",1190
1588,Cafe Doan,4.0,"Vegan Options, Vegetarian Friendly",€€-€€€,"['European', 'Fusion']","Naschmarkt Std. 412, Vienna 1040 Austria",1040
1589,Kojiro,4.5,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Rechte Wienzeile 9, Vienna 1040 Austria",1040
1590,Il Sestante,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Piaristengasse 50, Vienna 1080 Austria",1080
1591,Yak und Yeti,4.5,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['Nepalese', 'Asian', 'Tibetan']","Hofmuehlgasse 21, Vienna 1060 Austria",1060
1592,Cafe Amacord,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Fusion', 'Central European']","Rechte Wienzeile 15, Vienna 1040 Austria",1040
1593,lutz - die bar,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'International', 'European']","Mariahilfer Strasse 3, Vienna 1060 Austria",1060
1594,Urania,3.5,Vegetarian Friendly,€€-€€€,"['European', 'Cafe', 'International', 'Pub', 'Central European']","Uraniastrasse 1, Vienna 1010 Austria",1010
1595,Mikes 1150,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Bar', 'Cafe', 'European']","Neubauguertel 27, Vienna 1150 Austria",1150
1596,Caffe Latte,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['International', 'Mediterranean', 'Italian', 'Austrian']","Neubaugasse 39 1070 Vienna, Vienna 1070 Austria",1070
1597,Ruffino,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Josefstaedter Strasse 48, Vienna 1080 Austria",1080
1598,Die Rundbar,4.5,Vegetarian Friendly,€€-€€€,"['German', 'Australian', 'Austrian']","Lindengasse 1, Vienna 1070 Austria",1070
1599,Akakiko,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Heidenschuss 3, Vienna 1010 Austria",1010
1600,Toto's Pizzeria Italiana,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Josefsplatz 6 1010 Vienna, Vienna 1010 Austria",1010
1601,Zum Martin Sepp,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Healthy']","Cobenzlgasse 34 Grinzing, Vienna 1190 Austria",1190
1602,Pürstner,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,['Austrian'],"Riemergasse 10, Vienna 1010 Austria",1010
1603,Witwe Bolte,3.5,Vegetarian Friendly,€€-€€€,"['German', 'International', 'Gastropub', 'Austrian', 'European', 'Central European']","Gutenberggasse 13, Vienna 1070 Austria",1070
1604,Restaurant Ilija,4.5,Vegetarian Friendly,€€-€€€,"['Seafood', 'Croatian', 'Mediterranean', 'European', 'Central European']","Piaristengasse 36, Vienna 1080 Austria",1080
1605,Le Salzgries Paris,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['French', 'Seafood', 'European', 'Central European', 'Mediterranean']","Marc-Aurel-Strasse 6, Vienna 1010 Austria",1010
1606,Rossini,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Schoenlaterngasse 11, Vienna 1010 Austria",1010
1607,Pizzeria Adriano,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean']","Wallensteinstrasse 56, Vienna 1200 Austria",1200
1608,Salzberg,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Magdalenenstrasse 17, Vienna 1060 Austria",1060
1609,FRANK'S American Bar & Restaurant,3.5,Vegetarian Friendly,€€-€€€,"['American', 'Steakhouse', 'Barbecue', 'European']","Laurenzerberg 2 1010 Vienna, Vienna 1010 Austria",1010
1610,Pizzeria Grado,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Beatrixgasse 24, Vienna 1030 Austria",1030
1611,Weltcafe,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'Healthy']","Schwarzspanierstrasse 15, Vienna 1090 Austria",1090
1612,Treubleiben,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European']","Kirchengasse 20, Vienna 1070 Austria",1070
1613,Gasthaus Seidl & Schmankerl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'European']","Schottenfeldgasse 6/1, Vienna 1070 Austria",1070
1614,Leanback,3.5,Vegetarian Friendly,€€-€€€,"['Pizza', 'Mediterranean', 'European']","Rilkeplatz 3-5, Vienna 1040 Austria",1040
1615,"Gelateria La Romana - Wien, Stiftgasse",4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Cafe', 'European']","Stiftgasse 15-17, Vienna 1070 Austria",1070
1616,Pizza Quartier,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'Neapolitan', 'Campania', 'Southern-Italian', 'European']","Karmelitermarkt 96 1020 Wien, Vienna 1020 Austria",1020
1617,Pizzeria Amigo,3.5,Vegetarian Friendly,€,['Pizza'],"Fasangasse 6 A 100 Metros de la Estacion de Tren Renweg, Vienna 1030 Austria",1030
1618,Happy Noodles,4.0,Vegetarian Friendly,€,"['Fast food', 'Asian', 'Chinese']","Schwedenplatz 5, Vienna 1010 Austria",1010
1619,La Mia,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Lerchenfelder Strasse 13 1070 Wien, Vienna 1070 Austria",1070
1620,Hatam,3.5,Vegetarian Friendly,€€-€€€,"['Persian', 'Middle Eastern']","Waehringer Strasse 64, Vienna 1090 Austria",1090
1621,B and Me Cafe,5.0,Vegetarian Friendly,€,"['Cafe', 'Bar', 'International', 'Pub', 'Healthy']","Gersthofer Strasse 2H, Vienna 1180 Austria",1180
1622,Maschu Maschu,3.0,Vegetarian Friendly,€,"['Middle Eastern', 'Israeli']","Landstrasser Hauptstrasse 1B Gigergasse, Landstraße, Vienna 1030 Austria",1030
1623,Beisl in der Sigmundsgasse,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Sigmundsgasse 12 1070 Vienna, Vienna 1070 Austria",1070
1624,Casa Mia 1230,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Mediterranean']","Perfektastrasse 18, Vienna 1230 Austria",1230
1625,Ava,4.5,Vegetarian Friendly,€€-€€€,"['Middle Eastern', 'Persian']","Meidlinger Hauptstrasse 1, Vienna 1120 Austria",1120
1626,URBAN´s Lounge Restaurant,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Mediterranean', 'European', 'Central European', 'International']","Antonie-Alt-Gasse 2, Vienna 1100 Austria",1100
1627,Mozart's Restaurant,4.5,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['Austrian', 'European', 'Gastropub']","Haidmannsgasse 8, Vienna 1150 Austria",1150
1628,Chalet Moeller,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,['Central European'],"Amundsenstrasse Schottenhof, Vienna 1140 Austria",1140
